CODE_DEP,Année,Espérance_Vie_Homme,Espérance_Vie_Femme
92,2019,82.4,86.8
92,2020,81.0,86.0
92,2021,81.7,86.6
92,2022,82.0,86.7
93,2000,75.1,82.1
93,2001,75.9,82.6
93,2002,76.1,82.7
93,2003,75.4,82.0
93,2004,76.7,83.5
93,2005,77.1,83.4
93,2006,77.1,83.3
93,2007,77.8,84.0
93,2008,77.8,84.0
93,2009,78.1,84.0
93,2010,78.2,84.2
93,2011,78.3,84.7
93,2012,78.8,84.3
93,2013,79.0,84.4
93,2014,79.6,84.8
93,2015,79.2,84.4
93,2016,79.7,84.8
93,2017,79.7,84.7
93,2018,79.7,84.7
93,2019,80.0,85.1
93,2020,77.6,83.7
93,2021,78.4,84.0
93,2022,79.4,84.6
94,2000,76.7,83.3
94,2001,76.7,83.4
94,2002,77.4,83.1
94,2003,76.9,82.8
94,2004,78.1,84.7
94,2005,78.3,84.7
94,2006,78.7,84.7
94,2007,78.9,85.0
94,2008,79.2,85.0
94,2009,79.3,85.3
94,2010,79.7,85.5
94,2011,79.5,85.5
94,2012,79.8,85.8
94,2013,80.4,86.0
94,2014,81.2,86.0
94,2015,80.8,85.5
94,2016,80.9,86.3
94,2017,81.3,86.1
94,2018,81.0,85.9
94,2019,81.2,86.3
94,2020,79.7,85.3
94,2021,80.6,86.3
94,2022,81.4,86.4
95,2000,75.6,83.0
95,2001,76.4,83.2
95,2002,76.4,82.9
95,2003,76.6,82.5
95,2004,77.0,83.8
95,2005,77.3,83.8
95,2006,78.0,84.2
95,2007,78.4,84.0
95,2008,78.8,83.9
95,2009,78.7,84.3
95,2010,78.6,84.4
95,2011,79.6,84.5
95,2012,79.2,84.9
95,2013,79.3,84.8
95,2014,79.9,85.2
95,2015,79.8,84.9
95,2016,79.9,85.3
95,2017,80.1,85.1
95,2018,80.3,85.2
95,2019,80.4,85.4
95,2020,78.7,84.2
95,2021,79.6,84.8
95,2022,80.4,85.2
971,2000,74.6,81.6
971,2001,74.7,82.2
971,2002,73.9,81.9
971,2003,75.4,82.6
971,2004,75.4,82.9
971,2005,75.1,82.6
971,2006,75.0,82.7
971,2007,76.2,83.2
971,2008,75.7,83.4
971,2009,75.8,83.1
971,2010,75.8,83.4
971,2011,77.0,83.6
971,2012,76.9,84.0
971,2013,76.2,84.6
971,2014,76.0,83.3
971,2015,77.1,84.9
971,2016,77.1,84.1
971,2017,77.8,84.6
971,2018,76.7,84.8
971,2019,77.6,84.2
971,2020,77.0,83.2
971,2021,73.7,81.6
971,2022,76.0,83.7
972,2000,75.3,82.2
972,2001,75.6,81.5
972,2002,75.7,83.2
972,2003,76.1,82.5
972,2004,76.3,83.9
972,2005,77.0,83.2
972,2006,76.2,84.5
972,2007,76.9,83.2
972,2008,77.6,83.8
972,2009,77.8,84.3
972,2010,77.5,84.3
972,2011,78.9,85.0
972,2012,78.6,85.3
972,2013,78.8,85.0
972,2014,78.1,83.9
972,2015,79.4,84.8
972,2016,78.6,83.8
972,2017,78.6,84.7
972,2018,79.1,84.5
972,2019,78.4,84.6
972,2020,78.0,84.4
972,2021,75.0,81.4
972,2022,77.1,82.9
973,2000,72.1,80.2
973,2001,72.9,79.0
973,2002,73.3,80.0
973,2003,72.3,80.7
973,2004,73.4,80.7
973,2005,74.6,80.9
973,2006,74.4,81.0
973,2007,75.4,81.2
973,2008,74.7,81.3
973,2009,75.7,82.7
973,2010,74.7,81.9
973,2011,76.2,82.9
973,2012,75.4,82.7
973,2013,76.7,83.0
973,2014,76.7,83.1
973,2015,77.0,82.2
973,2016,77.0,82.1
973,2017,76.7,82.0
973,2018,77.2,84.3
973,2019,76.5,82.5
973,2020,76.8,83.4
973,2021,73.4,80.0
973,2022,75.2,81.4
974,2000,72.0,80.2
974,2001,72.7,80.7
974,2002,72.0,80.6
974,2003,72.6,80.6
974,2004,74.1,81.1
974,2005,72.7,80.5
974,2006,73.1,80.8
974,2007,74.7,81.9
974,2008,74.6,82.0
974,2009,74.8,82.6
974,2010,75.4,82.4
974,2011,76.8,83.2
974,2012,76.7,83.2
974,2013,76.9,83.4
974,2014,77.1,83.6
974,2015,77.1,83.6
974,2016,77.3,83.8
974,2017,77.8,84.0
974,2018,77.6,83.9
974,2019,77.3,84.5
974,2020,78.0,84.3
974,2021,77.4,83.6
974,2022,76.6,83.1
976,2000,81.0,86.0
976,2001,80.6,85.4
976,2002,80.2,84.9
976,2003,79.9,84.3
976,2004,79.5,83.7
976,2005,79.1,83.2
976,2006,78.7,82.6
976,2007,78.3,82.0
976,2008,77.9,81.5
976,2009,77.5,80.9
976,2010,77.2,80.3
976,2011,76.8,79.8
976,2012,76.4,79.2
976,2013,76.0,78.6
976,2014,74.9,78.1
976,2015,75.7,77.4
976,2016,74.1,76.8
976,2017,75.3,75.6
976,2018,74.8,76.9
976,2019,75.0,76.2
976,2020,72.5,73.9
976,2021,70.5,72.7
976,2022,73.9,74.4
