annee_code_dpt;politique (parti);securite (Nombre_de_délits);socio_economie (PIB_par_Inflation);sante (Espérance_de_Vie_H/F);environnemental (Parc_installé_éolien_MW);education (Nombre_Total_Établissements);demographie (Population_Totale);technologie (Dépenses_en_R&D_en_pourcentages)
2005_71;;21471;23294.06;80.4;0.0;30;124462;2.05
2005_72;;22095;24431.03;80.75;21.0;6;139603;2.05
2005_73;;28393;26617.57;81.15;97.0;3;99054;2.05
2005_74;;41925;26617.57;81.0;97.0;3;179303;2.05
2005_75;;258958;43901.82;81.7;9.0;4;428463;2.05
2005_76;;77109;23834.07;79.4;35.0;15;326602;2.05
2005_77;;95317;43901.82;80.0;9.0;19;364360;2.05
2005_78;;93060;43901.82;81.8;9.0;11;388272;2.05
2005_79;;10483;23552.28;80.95;21.0;8;83851;2.05
2005_80;;27649;21848.8;78.3;111.0;28;145604;2.05
2005_81;;13184;22952.38;81.05;187.0;9;80905;2.05
2005_82;;10627;22952.38;80.4;187.0;4;53219;2.05
2005_83;;69356;25730.98;80.55;22.0;1;222517;2.05
2005_84;;37559;25730.98;80.35;22.0;2;134432;2.05
2005_85;;21585;24431.03;81.2;21.0;6;140142;2.05
2005_86;;18776;23552.28;80.85;21.0;7;98190;2.05
2005_87;;14947;23552.28;80.7;21.0;5;76921;2.05
2005_88;;14002;24051.06;78.85;134.0;12;93796;2.05
2005_89;;16713;23294.06;79.2;0.0;1;80986;2.05
2005_90;;7008;23294.06;79.55;0.0;4;35649;2.05
2005_91;;79250;43901.82;81.3;9.0;5;332438;2.05
2005_92;;104136;43901.82;81.95;9.0;3;379221;2.05
2005_93;;134575;43901.82;80.25;9.0;1;428431;2.05
2005_94;;95382;43901.82;81.5;9.0;6;332978;2.05
2005_95;;98653;43901.82;80.55;9.0;10;337951;2.05
2006_01;;23301;27958.28;81.55;131.0;5;152564;2.05
2006_02;;25450;22809.21;78.5;223.0;9;141723;2.05
2006_03;;12367;27958.28;80.1;131.0;2;71834;2.05
2006_04;;7353;26863.13;80.25;32.0;2;36047;2.05
2006_05;;5940;26863.13;81.75;32.0;0;31176;2.05
2006_06;;110039;26863.13;81.55;32.0;1;237971;2.05
2006_07;;11554;27958.28;81.15;131.0;4;71763;2.05
2006_08;;12526;24915.87;79.35;225.0;8;73566;2.05
2006_09;;5106;24295.98;80.35;286.0;3;31810;2.05
2006_10;;15683;24915.87;80.05;225.0;5;74016;2.05
2006_11;;20014;24295.98;80.75;286.0;2;75872;2.05
2006_12;;7320;24295.98;81.25;286.0;3;56837;2.05
2006_13;;184382;26863.13;81.0;32.0;11;479982;2.05
2006_14;;32146;24729.9;80.35;75.0;18;172210;2.05
2006_15;;3529;27958.28;80.45;131.0;6;29331;2.05
2006_16;;12687;24595.1;80.6;18.0;0;76720;2.05
2006_17;;32834;24595.1;80.75;18.0;5;131164;2.05
2006_18;;12642;25056.58;79.65;272.0;1;71005;2.05
2006_19;;7762;24595.1;81.2;18.0;2;47512;2.05
2006_21;;24947;24104.1;81.25;0.0;4;126456;2.05
2006_22;;20391;25037.88;79.8;191.0;12;132819;2.05
2006_23;;2491;24595.1;79.55;18.0;0;23210;2.05
2006_24;;13833;24595.1;80.45;18.0;1;83570;2.05
2006_25;;24031;24104.1;80.65;0.0;15;132425;2.05
2006_26;;26563;27958.28;81.4;131.0;4;118024;2.05
2006_27;;28171;24729.9;79.65;75.0;6;153417;2.05
2006_28;;19978;25056.58;80.4;272.0;8;109196;2.05
2006_29;;35955;25037.88;79.25;191.0;10;211418;2.05
2006_30;;47928;24295.98;80.9;286.0;6;167569;2.05
2006_31;;82557;24295.98;82.0;286.0;5;291059;2.05
2006_32;;5234;24295.98;81.2;286.0;2;37512;2.05
2006_33;;93101;24595.1;81.1;18.0;4;333124;2.05
2006_34;;79729;24295.98;81.2;286.0;8;242707;2.05
2006_35;;43037;25037.88;81.15;191.0;5;247039;2.05
2006_36;;8381;25056.58;80.0;272.0;1;49005;2.05
2006_37;;27810;25056.58;81.7;272.0;12;143290;2.05
2006_38;;68205;27958.28;81.75;131.0;12;308372;2.05
2006_39;;9091;24104.1;80.95;0.0;6;63422;2.05
2006_40;;18722;24595.1;81.2;18.0;1;79855;2.05
2006_41;;13139;25056.58;80.65;272.0;3;75597;2.05
2006_42;;36863;27958.28;81.3;131.0;10;181792;2.05
2006_43;;6713;27958.28;80.4;131.0;5;51705;2.05
2006_44;;74421;25270.1;80.7;49.0;11;322638;2.05
2006_45;;37017;25056.58;81.3;272.0;6;165636;2.05
2006_46;;4332;24295.98;81.65;286.0;2;34562;2.05
2006_47;;13387;24595.1;81.05;18.0;7;71795;2.05
2006_48;;1897;24295.98;79.95;286.0;0;16898;2.05
2006_49;;30717;25270.1;81.8;49.0;11;204051;2.05
2006_50;;17227;24729.9;80.35;75.0;4;119860;2.05
2006_51;;35921;24915.87;80.0;225.0;12;143196;2.05
2006_52;;8587;24915.87;79.55;225.0;9;44122;2.05
2006_53;;8651;25270.1;81.6;49.0;6;78138;2.05
2006_54;;39246;24915.87;79.8;225.0;10;181344;2.05
2006_55;;7488;24915.87;78.7;225.0;3;48426;2.05
2006_56;;28166;25037.88;79.75;191.0;1;166077;2.05
2006_57;;48586;24915.87;79.5;225.0;15;251522;2.05
2006_58;;8313;24104.1;79.45;0.0;4;46160;2.05
2006_59;;176134;22809.21;78.05;223.0;29;714845;2.05
2006_60;;44683;22809.21;79.75;223.0;4;219109;2.05
2006_61;;9904;24729.9;80.5;75.0;20;70192;2.05
2006_62;;81131;22809.21;77.7;223.0;12;395967;2.05
2006_63;;25611;27958.28;80.4;131.0;8;140626;2.05
2006_64;;28131;24595.1;80.85;18.0;6;141407;2.05
2006_65;;9527;24295.98;80.5;286.0;4;47333;2.05
2006_66;;38386;24295.98;80.0;286.0;5;97584;2.05
2006_67;;62174;24915.87;80.35;225.0;6;269189;2.05
2006_68;;36274;24915.87;80.65;225.0;6;184340;2.05
2006_69;;137141;27958.28;81.9;131.0;15;432389;2.05
2006_70;;7265;24104.1;80.25;0.0;14;58194;2.05
2006_71;;20402;24104.1;80.4;0.0;15;124301;2.05
2006_72;;20986;25270.1;81.25;49.0;5;139667;2.05
2006_73;;27073;27958.28;81.7;131.0;4;99559;2.05
2006_74;;39741;27958.28;81.95;131.0;9;180594;2.05
2006_75;;255688;45368.49;82.15;0.1;9;435096;2.05
2006_76;;74837;24729.9;79.45;75.0;11;322648;2.05
2006_77;;93226;45368.49;80.6;0.1;6;365124;2.05
2006_78;;94244;45368.49;82.1;0.1;7;387879;2.05
2006_79;;10928;24595.1;81.3;18.0;8;84557;2.05
2006_80;;27515;22809.21;79.0;223.0;7;144728;2.05
2006_81;;12748;24295.98;81.65;286.0;3;81596;2.05
2006_82;;10918;24295.98;81.15;286.0;0;53623;2.05
2006_83;;68750;26863.13;81.05;32.0;3;223373;2.05
2006_84;;37028;26863.13;80.85;32.0;2;134478;2.05
2006_85;;21359;25270.1;80.5;49.0;3;142611;2.05
2006_86;;18611;24595.1;80.95;18.0;7;99388;2.05
2006_87;;14027;24595.1;81.0;18.0;1;77871;2.05
2006_88;;14169;24915.87;79.25;225.0;8;92183;2.05
2006_89;;16636;24104.1;79.3;0.0;8;81010;2.05
2006_90;;7038;24104.1;80.05;0.0;3;35195;2.05
2006_91;;77537;45368.49;81.8;0.1;1;331789;2.05
2006_92;;103022;45368.49;82.5;0.1;8;383790;2.05
2006_93;;146856;45368.49;80.2;0.1;2;432584;2.05
2006_94;;93302;45368.49;81.7;0.1;4;334385;2.05
2006_95;;97335;45368.49;81.1;0.1;19;337810;2.05
2007_01;6;22484;29018.62;81.4;162.0;7;153719;2.02
2007_02;6;25712;23949.16;78.6;381.0;10;141079;2.02
2007_03;2;11728;29018.62;80.15;162.0;4;71446;2.02
2007_04;6;6948;27675.63;80.8;32.0;1;35905;2.02
2007_05;6;5972;27675.63;81.65;32.0;1;31075;2.02
2007_06;6;104522;27675.63;81.8;32.0;3;239703;2.02
2007_07;6;10690;29018.62;81.55;162.0;11;72224;2.02
2007_08;6;11482;26101.09;79.45;438.0;6;72858;2.02
2007_09;2;5220;24859.59;80.05;352.0;3;32029;2.02
2007_10;6;14766;26101.09;80.1;438.0;0;73707;2.02
2007_11;2;19315;24859.59;80.85;352.0;1;77876;2.02
2007_12;6;7991;24859.59;81.8;352.0;9;57331;2.02
2007_13;6;179670;27675.63;81.15;32.0;4;482779;2.02
2007_14;6;31499;25902.06;80.45;143.0;10;170591;2.02
2007_15;6;3284;29018.62;80.25;162.0;3;29307;2.02
2007_16;2;13267;25587.74;81.55;30.0;1;76452;2.02
2007_17;6;30424;25587.74;80.75;30.0;6;132985;2.02
2007_18;6;11484;26128.68;79.75;315.0;0;70167;2.02
2007_19;2;7992;25587.74;80.8;30.0;1;47972;2.02
2007_21;6;22726;25318.75;81.25;30.0;3;124994;2.02
2007_22;2;20567;25806.48;79.6;267.0;8;133672;2.02
2007_23;2;2376;25587.74;79.3;30.0;2;23793;2.02
2007_24;2;13495;25587.74;80.65;30.0;1;83418;2.02
2007_25;6;21885;25318.75;81.3;30.0;10;132988;2.02
2007_26;6;25952;29018.62;81.65;162.0;1;118771;2.02
2007_27;6;27347;25902.06;79.6;143.0;12;153929;2.02
2007_28;6;18720;26128.68;81.1;315.0;12;108764;2.02
2007_29;2;33793;25806.48;79.35;267.0;14;211197;2.02
2007_30;6;47149;24859.59;81.0;352.0;3;167878;2.02
2007_31;2;83751;24859.59;82.35;352.0;2;294252;2.02
2007_32;2;5838;24859.59;81.95;352.0;0;38075;2.02
2007_33;2;89180;25587.74;81.3;30.0;1;335802;2.02
2007_34;6;73504;24859.59;81.25;352.0;2;242372;2.02
2007_35;2;42113;25806.48;81.2;267.0;4;250970;2.02
2007_36;2;7609;26128.68;80.15;315.0;4;49136;2.02
2007_37;6;26150;26128.68;81.8;315.0;5;142963;2.02
2007_38;6;65822;29018.62;82.05;162.0;17;311239;2.02
2007_39;6;8410;25318.75;81.15;30.0;11;63377;2.02
2007_40;2;15468;25587.74;81.25;30.0;1;81573;2.02
2007_41;6;12914;26128.68;81.15;315.0;2;75873;2.02
2007_42;6;33374;29018.62;81.2;162.0;8;181288;2.02
2007_43;6;5625;29018.62;80.6;162.0;1;51839;2.02
2007_44;2;71231;26433.15;81.0;133.0;9;323801;2.02
2007_45;6;34695;26128.68;81.5;315.0;3;164944;2.02
2007_46;2;4291;24859.59;81.6;352.0;3;34879;2.02
2007_47;6;12891;25587.74;81.4;30.0;3;71243;2.02
2007_48;6;1949;24859.59;80.3;352.0;1;16529;2.02
2007_49;6;29982;26433.15;81.7;133.0;10;205802;2.02
2007_50;6;16701;25902.06;80.3;143.0;6;119832;2.02
2007_51;6;33321;26101.09;79.85;438.0;17;142749;2.02
2007_52;6;8980;26101.09;79.2;438.0;10;43734;2.02
2007_53;6;8355;26433.15;82.2;133.0;1;78305;2.02
2007_54;6;37858;26101.09;80.15;438.0;5;179362;2.02
2007_55;6;7070;26101.09;79.35;438.0;6;47929;2.02
2007_56;6;27259;25806.48;79.9;267.0;2;167014;2.02
2007_57;6;48286;26101.09;79.4;438.0;43;248901;2.02
2007_58;2;8056;25318.75;80.1;30.0;7;45765;2.02
2007_59;6;166661;23949.16;78.35;381.0;15;706829;2.02
2007_60;6;43768;23949.16;79.5;381.0;9;218934;2.02
2007_61;6;10019;25902.06;80.25;143.0;11;69583;2.02
2007_62;2;81279;23949.16;77.9;381.0;8;393503;2.02
2007_63;2;25215;29018.62;80.55;162.0;5;140010;2.02
2007_64;2;28192;25587.74;81.55;30.0;9;142810;2.02
2007_65;2;9586;24859.59;81.0;352.0;5;47961;2.02
2007_66;6;33535;24859.59;81.0;352.0;1;98271;2.02
2007_67;6;58375;26101.09;80.85;438.0;7;268677;2.02
2007_68;6;35124;26101.09;80.95;438.0;5;184458;2.02
2007_69;6;124160;29018.62;82.1;162.0;20;433417;2.02
2007_70;6;7232;25318.75;80.3;30.0;8;58134;2.02
2007_71;6;20040;25318.75;80.65;30.0;19;125167;2.02
2007_72;6;20953;26433.15;81.1;133.0;4;140646;2.02
2007_73;6;26981;29018.62;81.95;162.0;2;100535;2.02
2007_74;6;38259;29018.62;82.25;162.0;10;183196;2.02
2007_75;6;244451;48108.19;82.55;7.0;5;435141;2.02
2007_76;6;70503;25902.06;79.9;143.0;10;320792;2.02
2007_77;6;88116;48108.19;80.45;7.0;2;368456;2.02
2007_78;6;88331;48108.19;82.65;7.0;2;389566;2.02
2007_79;2;10804;25587.74;81.65;30.0;2;85136;2.02
2007_80;6;28285;23949.16;78.95;381.0;0;143528;2.02
2007_81;2;13144;24859.59;81.7;352.0;6;82856;2.02
2007_82;6;10984;24859.59;81.2;352.0;1;55476;2.02
2007_83;6;64957;27675.63;81.05;32.0;2;224781;2.02
2007_84;6;36594;27675.63;80.65;32.0;3;134963;2.02
2007_85;6;20001;26433.15;80.8;133.0;3;145060;2.02
2007_86;2;17741;25587.74;81.5;30.0;4;99532;2.02
2007_87;2;14316;25587.74;81.5;30.0;3;78427;2.02
2007_88;6;14846;26101.09;79.7;438.0;8;92401;2.02
2007_89;6;15491;25318.75;79.6;30.0;14;81181;2.02
2007_90;6;6588;25318.75;80.8;30.0;0;35387;2.02
2007_91;6;76200;48108.19;81.9;7.0;3;332558;2.02
2007_92;6;97624;48108.19;82.65;7.0;3;387563;2.02
2007_93;2;147307;48108.19;80.9;7.0;4;435109;2.02
2007_94;2;94658;48108.19;81.95;7.0;4;337525;2.02
2007_95;6;94841;48108.19;81.2;7.0;7;336059;2.02
2008_01;;22284;29432.93;81.5;209.0;9;154826;2.06
2008_02;;26639;24353.66;78.25;642.0;4;140544;2.06
2008_03;;12396;29432.93;80.0;209.0;1;71480;2.06
2008_04;;6924;27709.37;81.5;40.0;1;36266;2.06
2008_05;;5730;27709.37;82.05;40.0;3;31318;2.06
2008_06;;102362;27709.37;81.65;40.0;5;238363;2.06
2008_07;;11426;29432.93;81.25;209.0;9;72753;2.06
2008_08;;12096;26125.86;78.7;611.0;9;72286;2.06
2008_09;;5248;24998.54;81.35;572.0;2;32346;2.06
2008_10;;14431;26125.86;80.2;611.0;2;74148;2.06
2008_11;;20740;24998.54;81.1;572.0;2;78326;2.06
2008_12;;7760;24998.54;81.5;572.0;2;58025;2.06
2008_13;;180067;27709.37;81.2;40.0;6;483099;2.06
2008_14;;30607;25927.44;80.8;175.0;8;172818;2.06
2008_15;;3272;29432.93;80.55;209.0;4;29055;2.06
2008_16;;13818;25212.53;81.2;73.0;1;76795;2.06
2008_17;;31300;25212.53;80.8;73.0;6;133289;2.06
2008_18;;12877;25551.02;79.7;367.0;1;69336;2.06
2008_19;;8705;25212.53;80.95;73.0;6;49356;2.06
2008_21;;23456;25460.56;81.45;80.0;3;125135;2.06
2008_22;;19290;25333.14;79.6;361.0;1;135907;2.06
2008_23;;2303;25212.53;79.7;73.0;2;23712;2.06
2008_24;;13605;25212.53;80.95;73.0;0;84076;2.06
2008_25;;22305;25460.56;81.2;80.0;12;132405;2.06
2008_26;;26996;29432.93;81.6;209.0;2;119620;2.06
2008_27;;27029;25927.44;79.75;175.0;10;154353;2.06
2008_28;;18354;25551.02;80.65;367.0;6;108430;2.06
2008_29;;35310;25333.14;79.65;361.0;43;210898;2.06
2008_30;;46263;24998.54;81.0;572.0;5;169156;2.06
2008_31;;78909;24998.54;82.3;572.0;6;297302;2.06
2008_32;;5541;24998.54;82.3;572.0;1;38428;2.06
2008_33;;85552;25212.53;81.5;73.0;3;337949;2.06
2008_34;;78080;24998.54;81.3;572.0;12;241693;2.06
2008_35;;37955;25333.14;81.5;361.0;7;252969;2.06
2008_36;;7306;25551.02;79.65;367.0;2;48645;2.06
2008_37;;26917;25551.02;81.75;367.0;4;142015;2.06
2008_38;;65970;29432.93;82.0;209.0;11;313239;2.06
2008_39;;8508;25460.56;81.45;80.0;9;63845;2.06
2008_40;;15659;25212.53;81.2;73.0;3;83039;2.06
2008_41;;13567;25551.02;80.85;367.0;1;76018;2.06
2008_42;;36069;29432.93;81.35;209.0;10;181019;2.06
2008_43;;6164;29432.93;80.9;209.0;6;52453;2.06
2008_44;;72087;26975.0;81.2;179.0;5;327016;2.06
2008_45;;32598;25551.02;81.25;367.0;6;164364;2.06
2008_46;;4698;24998.54;81.35;572.0;0;34912;2.06
2008_47;;12662;25212.53;81.6;73.0;2;71662;2.06
2008_48;;2158;24998.54;80.9;572.0;3;16308;2.06
2008_49;;29271;26975.0;81.95;179.0;2;206070;2.06
2008_50;;16317;25927.44;80.55;175.0;2;118589;2.06
2008_51;;34639;26125.86;80.1;611.0;14;141420;2.06
2008_52;;9075;26125.86;79.25;611.0;9;43169;2.06
2008_53;;8672;26975.0;82.2;179.0;4;78100;2.06
2008_54;;36863;26125.86;80.15;611.0;8;179911;2.06
2008_55;;7218;26125.86;79.55;611.0;16;47406;2.06
2008_56;;26604;25333.14;80.15;361.0;2;167898;2.06
2008_57;;48746;26125.86;79.9;611.0;55;247287;2.06
2008_58;;7957;25460.56;79.35;80.0;5;45337;2.06
2008_59;;165226;24353.66;78.35;642.0;18;702810;2.06
2008_60;;43015;24353.66;79.7;642.0;6;218436;2.06
2008_61;;10000;25927.44;80.25;175.0;8;69223;2.06
2008_62;;80172;24353.66;77.9;642.0;9;391949;2.06
2008_63;;25973;29432.93;80.55;209.0;6;138948;2.06
2008_64;;28207;25212.53;81.8;73.0;4;143002;2.06
2008_65;;9781;24998.54;81.05;572.0;0;48214;2.06
2008_66;;34906;24998.54;80.6;572.0;3;98932;2.06
2008_67;;52803;26125.86;80.85;611.0;7;268072;2.06
2008_68;;32788;26125.86;81.3;611.0;16;183768;2.06
2008_69;;121365;29432.93;82.05;209.0;8;437289;2.06
2008_70;;8226;25460.56;80.25;80.0;8;58363;2.06
2008_71;;19411;25460.56;80.9;80.0;6;124985;2.06
2008_72;;20563;26975.0;80.7;179.0;2;141016;2.06
2008_73;;26926;29432.93;81.9;209.0;2;100419;2.06
2008_74;;38601;29432.93;82.25;209.0;20;184655;2.06
2008_75;;237888;48990.37;82.65;0.0;7;438248;2.06
2008_76;;69439;25927.44;79.95;175.0;11;319253;2.06
2008_77;;86066;48990.37;80.9;0.0;11;370829;2.06
2008_78;;88593;48990.37;82.35;0.0;11;387063;2.06
2008_79;;11744;25212.53;81.45;73.0;0;85185;2.06
2008_80;;28146;24353.66;78.85;642.0;25;143446;2.06
2008_81;;13166;24998.54;82.0;572.0;8;83662;2.06
2008_82;;10625;24998.54;81.4;572.0;1;56493;2.06
2008_83;;62812;27709.37;81.5;40.0;7;223791;2.06
2008_84;;38234;27709.37;80.75;40.0;1;133815;2.06
2008_85;;20605;26975.0;81.4;179.0;9;146478;2.06
2008_86;;17877;25212.53;81.85;73.0;6;99990;2.06
2008_87;;15058;25212.53;81.15;73.0;2;78493;2.06
2008_88;;14226;26125.86;79.7;611.0;11;91528;2.06
2008_89;;16341;25460.56;79.35;80.0;7;81011;2.06
2008_90;;6754;25460.56;79.95;80.0;2;35780;2.06
2008_91;;75699;48990.37;82.35;0.0;3;334102;2.06
2008_92;;94204;48990.37;82.5;0.0;3;388128;2.06
2008_93;;141890;48990.37;80.9;0.0;1;435275;2.06
2008_94;;92343;48990.37;82.1;0.0;10;338941;2.06
2008_95;;93641;48990.37;81.35;0.0;4;336768;2.06
2009_01;;22985;28942.95;81.75;271.0;6;156875;2.16
2009_02;;25307;24134.28;78.75;979.0;4;140108;2.16
2009_03;;12121;28942.95;79.85;271.0;3;71746;2.16
2009_04;;6942;27942.85;81.2;45.0;3;36485;2.16
2009_05;;5342;27942.85;81.6;45.0;2;31261;2.16
2009_06;;98874;27942.85;81.95;45.0;1;235569;2.16
2009_07;;10899;28942.95;81.5;271.0;8;72885;2.16
2009_08;;11084;25809.77;79.05;890.0;7;71495;2.16
2009_09;;5207;25182.34;80.55;699.0;0;32414;2.16
2009_10;;14382;25809.77;80.05;890.0;17;74797;2.16
2009_11;;21246;25182.34;81.05;699.0;5;79366;2.16
2009_12;;7226;25182.34;82.3;699.0;5;58336;2.16
2009_13;;174041;27942.85;81.5;45.0;14;480429;2.16
2009_14;;30177;25600.96;80.7;271.0;21;172025;2.16
2009_15;;3098;28942.95;80.8;271.0;8;28846;2.16
2009_16;;13500;25364.17;80.65;105.0;2;76927;2.16
2009_17;;32305;25364.17;81.0;105.0;5;134424;2.16
2009_18;;12205;25526.03;80.25;492.0;4;68962;2.16
2009_19;;7992;25364.17;81.1;105.0;3;49138;2.16
2009_21;;22851;25071.44;81.8;80.0;24;125757;2.16
2009_22;;19919;25014.49;80.15;462.0;11;137007;2.16
2009_23;;2141;25364.17;79.35;105.0;3;23488;2.16
2009_24;;13763;25364.17;80.9;105.0;1;83624;2.16
2009_25;;22590;25071.44;81.2;80.0;13;131997;2.16
2009_26;;26848;28942.95;81.5;271.0;6;120782;2.16
2009_27;;25597;25600.96;79.65;271.0;6;155285;2.16
2009_28;;17543;25526.03;80.75;492.0;8;109085;2.16
2009_29;;33706;25014.49;79.55;462.0;20;211972;2.16
2009_30;;46976;25182.34;80.95;699.0;13;170803;2.16
2009_31;;78975;25182.34;82.65;699.0;9;298417;2.16
2009_32;;5545;25182.34;81.2;699.0;0;39012;2.16
2009_33;;88698;25364.17;81.5;105.0;5;340935;2.16
2009_34;;77324;25182.34;81.1;699.0;7;243609;2.16
2009_35;;39913;25014.49;81.35;462.0;3;254509;2.16
2009_36;;7042;25526.03;80.15;492.0;1;48812;2.16
2009_37;;25727;25526.03;81.85;492.0;2;141487;2.16
2009_38;;65391;28942.95;82.25;271.0;17;314387;2.16
2009_39;;8723;25071.44;80.8;80.0;5;63560;2.16
2009_40;;16020;25364.17;81.35;105.0;2;83857;2.16
2009_41;;13075;25526.03;80.65;492.0;0;76579;2.16
2009_42;;35796;28942.95;81.4;271.0;5;182287;2.16
2009_43;;5941;28942.95;80.6;271.0;3;52586;2.16
2009_44;;70280;26614.05;81.25;260.0;9;327703;2.16
2009_45;;32338;25526.03;81.15;492.0;8;164957;2.16
2009_46;;4635;25182.34;81.4;699.0;6;35602;2.16
2009_47;;12928;25364.17;81.9;105.0;6;72116;2.16
2009_48;;2075;25182.34;81.05;699.0;2;16365;2.16
2009_49;;27887;26614.05;82.15;260.0;13;206301;2.16
2009_50;;15528;25600.96;80.4;271.0;10;117572;2.16
2009_51;;33152;25809.77;80.2;890.0;18;140491;2.16
2009_52;;8731;25809.77;79.05;890.0;7;42556;2.16
2009_53;;8640;26614.05;81.9;260.0;7;78367;2.16
2009_54;;35960;25809.77;80.2;890.0;25;178483;2.16
2009_55;;7023;25809.77;80.25;890.0;6;46784;2.16
2009_56;;27111;25014.49;80.4;462.0;4;170164;2.16
2009_57;;47721;25809.77;79.9;890.0;42;246122;2.16
2009_58;;7544;25071.44;79.55;80.0;7;45445;2.16
2009_59;;164016;24134.28;78.65;979.0;19;701016;2.16
2009_60;;43966;24134.28;79.95;979.0;9;217671;2.16
2009_61;;10733;25600.96;80.65;271.0;3;69107;2.16
2009_62;;75871;24134.28;78.0;979.0;19;389889;2.16
2009_63;;25566;28942.95;80.4;271.0;8;140900;2.16
2009_64;;28064;25364.17;81.6;105.0;6;143809;2.16
2009_65;;9368;25182.34;81.0;699.0;1;48171;2.16
2009_66;;34285;25182.34;80.65;699.0;2;100682;2.16
2009_67;;51861;25809.77;80.8;890.0;11;266037;2.16
2009_68;;33611;25809.77;80.85;890.0;25;183821;2.16
2009_69;;120531;28942.95;82.25;271.0;17;440207;2.16
2009_70;;7766;25071.44;80.4;80.0;19;58313;2.16
2009_71;;18676;25071.44;81.15;80.0;21;124420;2.16
2009_72;;19826;26614.05;81.25;260.0;8;140830;2.16
2009_73;;26861;28942.95;81.75;271.0;5;100663;2.16
2009_74;;38074;28942.95;82.1;271.0;11;185761;2.16
2009_75;;234445;48576.28;83.1;0.1;4;444286;2.16
2009_76;;67936;25600.96;79.9;271.0;13;318228;2.16
2009_77;;86412;48576.28;81.0;0.1;6;371860;2.16
2009_78;;89903;48576.28;82.6;0.1;5;386231;2.16
2009_79;;11919;25364.17;81.8;105.0;5;85208;2.16
2009_80;;27559;24134.28;78.85;979.0;13;143460;2.16
2009_81;;13887;25182.34;81.9;699.0;8;84154;2.16
2009_82;;11463;25182.34;81.8;699.0;4;57455;2.16
2009_83;;63805;27942.85;81.45;45.0;9;223610;2.16
2009_84;;39068;27942.85;81.2;45.0;6;133205;2.16
2009_85;;21093;26614.05;81.5;260.0;6;149889;2.16
2009_86;;17152;25364.17;81.55;105.0;4;99707;2.16
2009_87;;14353;25364.17;81.5;105.0;1;79288;2.16
2009_88;;14769;25809.77;80.2;890.0;11;90645;2.16
2009_89;;15947;25071.44;79.45;80.0;17;81118;2.16
2009_90;;6446;25071.44;80.7;80.0;1;35608;2.16
2009_91;;71493;48576.28;82.05;0.1;6;332875;2.16
2009_92;;96581;48576.28;83.05;0.1;6;392670;2.16
2009_93;;142748;48576.28;81.05;0.1;4;438747;2.16
2009_94;;91214;48576.28;82.3;0.1;13;340211;2.16
2009_95;;93183;48576.28;81.5;0.1;5;335383;2.16
2010_01;;22626;29058.31;82.15;280.0;8;159049;2.18
2010_02;;24051;24097.71;79.25;1134.0;16;140051;2.18
2010_03;;11650;29058.31;80.0;280.0;2;72071;2.18
2010_04;;7022;28714.54;81.65;45.0;3;36154;2.18
2010_05;;5293;28714.54;81.7;45.0;0;31466;2.18
2010_06;;93200;28714.54;82.4;45.0;0;235472;2.18
2010_07;;11010;29058.31;81.3;280.0;4;72685;2.18
2010_08;;10750;25469.86;79.7;1363.0;10;70956;2.18
2010_09;;4813;24906.42;81.25;725.0;2;32874;2.18
2010_10;;14378;25469.86;80.5;1363.0;14;74329;2.18
2010_11;;19933;24906.42;81.15;725.0;2;80382;2.18
2010_12;;7295;24906.42;82.0;725.0;9;57774;2.18
2010_13;;172211;28714.54;81.75;45.0;10;478766;2.18
2010_14;;29314;25853.03;81.05;341.0;11;169885;2.18
2010_15;;2984;29058.31;80.25;280.0;1;28632;2.18
2010_16;;13949;25361.51;81.5;165.0;2;76841;2.18
2010_17;;32620;25361.51;80.9;165.0;9;134587;2.18
2010_18;;11539;25563.44;80.15;564.0;2;68996;2.18
2010_19;;7975;25361.51;80.65;165.0;2;48920;2.18
2010_21;;21776;24678.88;82.1;92.0;13;124339;2.18
2010_22;;19267;24770.49;80.45;649.0;5;137885;2.18
2010_23;;2092;25361.51;80.2;165.0;1;23189;2.18
2010_24;;13410;25361.51;80.85;165.0;1;84243;2.18
2010_25;;23316;24678.88;81.65;92.0;8;133375;2.18
2010_26;;25560;29058.31;81.9;280.0;7;120813;2.18
2010_27;;24729;25853.03;80.2;341.0;5;155308;2.18
2010_28;;17627;25563.44;80.75;564.0;8;110225;2.18
2010_29;;33119;24770.49;79.65;649.0;14;212627;2.18
2010_30;;47125;24906.42;81.4;725.0;3;172491;2.18
2010_31;;79929;24906.42;82.85;725.0;7;300828;2.18
2010_32;;5436;24906.42;81.7;725.0;3;39142;2.18
2010_33;;85286;25361.51;81.75;165.0;5;343990;2.18
2010_34;;76914;24906.42;81.5;725.0;2;244385;2.18
2010_35;;40027;24770.49;81.95;649.0;13;256762;2.18
2010_36;;7770;25563.44;79.65;564.0;5;48644;2.18
2010_37;;26115;25563.44;82.25;564.0;4;142373;2.18
2010_38;;65088;29058.31;82.6;280.0;13;315659;2.18
2010_39;;8319;24678.88;81.25;92.0;6;63528;2.18
2010_40;;14498;25361.51;81.3;165.0;2;85030;2.18
2010_41;;13851;25563.44;81.3;564.0;1;77264;2.18
2010_42;;34741;29058.31;81.6;280.0;12;183025;2.18
2010_43;;6183;29058.31;81.1;280.0;4;52757;2.18
2010_44;;71279;26270.69;81.55;384.0;9;331841;2.18
